location,latitude,longitude,property_type,option,guests,number_of_bedrooms,amenities,seasonality,base_price,bathrooms,bed_type,beds,neighborhood,guest_type,images,title,description
New Gabriellatown,-17.7569785,152.564612,Apartment,An entire place,3,5,"['first aid kit', 'carbon monoxide alarm', 'dedicated wokplacepool', 'Kitchen', 'ski-in/ski-out', 'outdoor shower', 'BBQ grill', 'smoke alarm', 'TV', 'fire extinguisher']",Winter,1567.564909489086,7,Double,8,Suburb,Any Airbnb guest,"['https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600']",International son entire over her world defense season.,Create foot name memory fine. Direction environmental child fish return find leg send. Old vote yet everybody rise reflect speech.
North James,-45.027628,0.059639,Cave,An entire place,2,4,"['piano', 'WiFi', 'pool table', 'outdoor shower', 'excercise eqipment', 'indore fire place', 'Free parking on premises', 'beach access']",Summer,1001.6226036113521,4,Single,7,Suburb,An experienced guest,"['https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600']",Her drive grow member charge.,Product or seem class level.
Scottland,-66.421266,16.015529,Cabin,An entire place,3,4,"['beach access', 'pool table', 'fire extinguisher', 'outdoor shower', 'kitchenSwimming Pool', 'indore fire place', 'carbon monoxide alarm', 'ski-in/ski-out', 'WiFi', 'Air Conditioning', 'excercise eqipment', 'first aid kit', 'piano', 'Kitchen', 'smoke alarm', 'BBQ grill', 'TV']",Autumn,2930.3726755748685,6,Single,7,Waterfront,An experienced guest,"['https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600']",Picture stand detail if indicate.,Race better character scientist right effect.
Lovemouth,-4.5967995,-94.828925,Farm,An entire place,5,4,"['kitchenSwimming Pool', 'smoke alarm', 'beach access', 'ski-in/ski-out', 'Kitchen', 'excercise eqipment', 'first aid kit', 'indore fire place', 'outdoor shower', 'dedicated wokplacepool', 'Free parking on premises', 'Air Conditioning', 'carbon monoxide alarm']",Summer,1189.3528867655023,8,Single,7,Suburb,An experienced guest,"['https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600']",Employee part believe painting.,Common across understand number nothing. She how look analysis.
Lake Stevenstad,-24.827680,-64.213343,House,An entire place,3,2,"['TV', 'piano', 'first aid kit', 'WiFi', 'excercise eqipment', 'dedicated wokplacepool', 'BBQ grill', 'ski-in/ski-out', 'Free parking on premises', 'carbon monoxide alarm', 'smoke alarm', 'Kitchen', 'outdoor shower', 'fire extinguisher', 'indore fire place', 'pool table']",Autumn,2300.521618521718,2,Queen,5,Mountain View,Any Airbnb guest,"['https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600']",Rise operation reduce dark produce event beautiful.,Certainly participant across painting. Back real success political teacher. Author seek different contain.
Solomontown,-65.362937,75.305422,House,An entire place,2,2,"['paid parking on premises', 'ski-in/ski-out', 'Air Conditioning', 'piano', 'Free parking on premises', 'carbon monoxide alarm', 'Kitchen', 'outdoor shower', 'pool table', 'kitchenSwimming Pool', 'first aid kit', 'excercise eqipment', 'indore fire place', 'beach access', 'smoke alarm']",Winter,913.6055625048969,6,Double,3,Downtown,Any Airbnb guest,"['https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600']",Wall develop Mrs up field.,Office standard allow moment play. Relationship laugh pass always. Prove through whom develop ability wife.
Port Amber,-17.807055,134.434750,House,An entire place,1,2,"['indore fire place', 'ski-in/ski-out', 'beach access']",Autumn,3584.593005366611,2,King,3,Suburb,Any Airbnb guest,"['https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600']",Industry management success bit camera.,Shake paper run information. Serious good this together leg.
West Amandabury,11.7421975,-137.811977,Cave,A shared room,1,5,"['carbon monoxide alarm', 'smoke alarm', 'Air Conditioning', 'Kitchen', 'first aid kit', 'beach access', 'outdoor shower', 'ski-in/ski-out', 'TV', 'fire extinguisher', 'dedicated wokplacepool']",Autumn,4931.654481920927,6,Queen,7,Mountain View,Any Airbnb guest,"['https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600']",Describe million among space investment present.,Doctor voice measure which day reason another. Wonder thousand ten strategy miss structure. Artist provide official.
Lyonsmouth,2.5223135,55.847375,Cabin,A room,5,4,"['dedicated wokplacepool', 'Kitchen', 'first aid kit', 'outdoor shower', 'indore fire place', 'piano', 'excercise eqipment', 'paid parking on premises']",Autumn,3493.5832375592486,4,Double,7,Downtown,Any Airbnb guest,"['https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600']",Cover if employee by or.,Truth Mr glass. Enjoy store candidate agency. When simple clear its.
North Jenniferport,49.0457175,151.748498,Cabin,A room,3,4,"['pool table', 'kitchenSwimming Pool', 'indore fire place', 'smoke alarm', 'Kitchen', 'beach access', 'carbon monoxide alarm', 'first aid kit', 'TV', 'dedicated wokplacepool', 'excercise eqipment', 'paid parking on premises', 'Air Conditioning', 'fire extinguisher', 'ski-in/ski-out', 'BBQ grill', 'outdoor shower']",Autumn,1465.537665245374,7,King,7,Suburb,An experienced guest,"['https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600']",Occur prevent style will meet success third.,Sense visit or music majority perform. We radio rest space society performance decision another. Everyone more mouth into fight.
Port Antonio,37.546874,89.981707,Cave,An entire place,5,1,"['dedicated wokplacepool', 'indore fire place', 'Air Conditioning', 'smoke alarm', 'piano', 'first aid kit', 'TV', 'pool table', 'fire extinguisher']",Winter,1083.030416818291,2,Queen,4,Suburb,An experienced guest,"['https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600']",Control then good then.,Issue voice give goal. Song visit agent traditional life.
Bauermouth,38.9034735,157.165668,Hotel,A shared room,3,2,"['ski-in/ski-out', 'first aid kit', 'Kitchen', 'fire extinguisher', 'TV', 'paid parking on premises', 'beach access', 'outdoor shower', 'dedicated wokplacepool', 'piano', 'Air Conditioning', 'smoke alarm', 'WiFi']",Summer,3183.698703674671,5,Queen,4,Waterfront,Any Airbnb guest,"['https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600']",Lawyer set safe young soldier.,Prove everybody door local office health order. Conference month resource skin. Nearly me PM culture position majority point.
Martinezstad,13.7540365,-20.141445,Cabin,An entire place,3,1,"['Free parking on premises', 'carbon monoxide alarm', 'smoke alarm', 'dedicated wokplacepool', 'excercise eqipment']",Summer,3547.8508575893447,1,Queen,2,Downtown,Any Airbnb guest,"['https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600']",Recently late major expect general garden each.,Social know traditional government although who. Between mind article citizen.
Velazquezburgh,-42.1202545,-84.925899,Cabin,An entire place,1,3,"['dedicated wokplacepool', 'indore fire place', 'TV', 'paid parking on premises', 'beach access', 'ski-in/ski-out']",Autumn,1400.740296487408,4,Double,4,Waterfront,An experienced guest,"['https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600']",Step usually her their president affect crime four.,Environment up fish thank today forget each. Maybe fall human thousand baby but down.
Williamsstad,21.896665,131.465313,Guesthouse,An entire place,5,3,"['Kitchen', 'dedicated wokplacepool', 'pool table', 'ski-in/ski-out', 'first aid kit', 'fire extinguisher', 'Air Conditioning', 'Free parking on premises', 'excercise eqipment', 'smoke alarm', 'indore fire place', 'piano', 'WiFi', 'BBQ grill', 'beach access', 'kitchenSwimming Pool']",Autumn,1860.0246036466583,7,King,7,Downtown,An experienced guest,"['https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600']",Assume gun wind much plant.,Somebody least hot your table. Production computer crime professor each police develop.
Jefffurt,-71.060053,-66.980768,House,A shared room,1,1,"['Free parking on premises', 'outdoor shower', 'fire extinguisher', 'BBQ grill', 'excercise eqipment', 'Air Conditioning', 'dedicated wokplacepool', 'pool table', 'WiFi', 'kitchenSwimming Pool', 'beach access', 'TV']",Summer,4844.525928727701,3,Single,3,Waterfront,Any Airbnb guest,"['https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600']",Bill through early.,Begin large night say paper wear. Movie value hour able seem. One bring huge condition he degree. Bed hear police foot meet prove listen.
Lake Matthewstad,82.9850075,-22.427976,Farm,A room,5,1,"['outdoor shower', 'TV', 'WiFi', 'pool table', 'Air Conditioning', 'carbon monoxide alarm', 'indore fire place', 'first aid kit', 'ski-in/ski-out', 'dedicated wokplacepool', 'beach access', 'BBQ grill', 'Free parking on premises', 'smoke alarm', 'excercise eqipment', 'piano', 'paid parking on premises']",Summer,4873.5739460681125,1,Queen,3,Suburb,Any Airbnb guest,"['https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600']",Decision white his director newspaper edge.,Now region treatment space blue although media. According eye material eye turn including simple. Woman real bit western somebody see series green.
Leeville,-16.4248355,78.579467,Farm,An entire place,1,1,"['ski-in/ski-out', 'BBQ grill', 'smoke alarm', 'TV', 'indore fire place', 'outdoor shower', 'beach access', 'carbon monoxide alarm']",Autumn,4550.987956343918,2,Double,5,Downtown,An experienced guest,"['https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600']",Itself a nor stuff government operation response.,First significant opportunity around special. National cut modern rest water design. Couple guy would trip build.
Moyerville,-46.633388,-149.681723,Guesthouse,A room,2,3,"['pool table', 'paid parking on premises']",Autumn,475.0374488613643,3,Single,5,Downtown,Any Airbnb guest,"['https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600']",Choice happy save more network draw.,Leader imagine deal economic evening. Center to their station none network six down.
North Nicholaston,89.9282805,-55.310501,Guesthouse,A room,5,3,"['carbon monoxide alarm', 'ski-in/ski-out', 'outdoor shower', 'dedicated wokplacepool', 'beach access', 'indore fire place', 'piano', 'WiFi', 'TV', 'BBQ grill', 'paid parking on premises', 'excercise eqipment', 'first aid kit', 'kitchenSwimming Pool', 'smoke alarm', 'pool table', 'fire extinguisher']",Summer,835.3568099044647,3,Queen,7,Mountain View,An experienced guest,"['https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600']",At star form.,Later get blood probably else ahead. Also role write fine.
East Marybury,-75.799504,105.588051,Farm,An entire place,3,4,"['piano', 'Air Conditioning', 'ski-in/ski-out', 'paid parking on premises', 'smoke alarm', 'excercise eqipment', 'fire extinguisher', 'indore fire place', 'BBQ grill', 'kitchenSwimming Pool', 'WiFi']",Autumn,4851.605738217661,5,Single,7,Waterfront,Any Airbnb guest,"['https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600']",People for specific travel business.,Center reality able human. Evening past evidence.
New Hannahside,-72.384625,-67.233131,Cabin,An entire place,5,1,"['fire extinguisher', 'WiFi']",Winter,2689.6659202037436,1,Double,4,Mountain View,An experienced guest,"['https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600']",Matter strong here speech daughter Democrat recent.,Process subject half see enjoy along live. Its brother goal station white. Serious season middle data.
Moralesmouth,-11.568129,21.343145,House,An entire place,5,4,"['paid parking on premises', 'dedicated wokplacepool', 'excercise eqipment', 'carbon monoxide alarm', 'first aid kit', 'pool table', 'kitchenSwimming Pool', 'Free parking on premises', 'Air Conditioning', 'TV', 'outdoor shower', 'beach access', 'WiFi', 'indore fire place', 'smoke alarm', 'fire extinguisher', 'Kitchen', 'BBQ grill']",Winter,3614.018606223139,7,King,5,Downtown,Any Airbnb guest,"['https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600']",Probably collection lot figure tax argue.,Realize prepare seem rock after.
Lake Lisa,-53.632145,-105.286370,Cave,A shared room,2,3,"['paid parking on premises', 'BBQ grill', 'beach access', 'piano', 'carbon monoxide alarm', 'first aid kit', 'indore fire place', 'Kitchen', 'Free parking on premises', 'fire extinguisher', 'TV', 'kitchenSwimming Pool', 'Air Conditioning', 'smoke alarm', 'pool table', 'outdoor shower', 'dedicated wokplacepool', 'WiFi', 'excercise eqipment']",Summer,4613.073678885466,7,Single,5,Mountain View,Any Airbnb guest,"['https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600']",Adult cup political determine top two.,Someone development war Democrat others bag. Friend fight same edge. Tough remember issue new special challenge drive. Her training quickly manager.
